newid,newtime,dgsvi,dlnprice,vol,dunc
Live cattle,2020/2/28,1.709999,-6.33963,1.377051,6.878418
Live cattle,2020/3/6,-5.09,-0.1710815,1.655634,21.56548
Live cattle,2020/3/13,-6.119999,-6.33963,3.948995,21.69507
Live cattle,2020/3/20,37.4,0.3868408,3.948995,8.564401
Live cattle,2020/3/27,-13.6,-0.5808258,3.948995,-13.69615
Live cattle,2020/4/3,-5.84,-6.33963,2.892772,17.7634
Live cattle,2020/4/10,-17.4,3.135056,3.948995,-7.878649
Live cattle,2020/4/17,12,2.63974,3.454919,-12.12386
Live cattle,2020/4/24,3,-6.200333,2.262345,5.340111
Live cattle,2020/5/1,-4.280003,5.253159,2.068735,-17.08477
Live cattle,2020/5/8,11.6,5.253159,3.723258,-14.20813
Live cattle,2020/5/15,2.899998,-1.677567,1.975723,-24.07181
Live cattle,2020/5/22,-10.44,0.1877899,1.222232,0.6281972
Live cattle,2020/5/29,2.900002,2.042786,0.9695188,21.69507
Live cattle,2020/6/5,14.92,-1.855347,0.7353658,2.236009
Live cattle,2020/6/12,-28.91,-1.319534,0.7385465,-44.1334
Live cattle,2020/6/19,-4.130001,-0.5708923,0.9203539,-1.000428
Live cattle,2020/6/26,-7.669998,0.1906738,1.53716,9.151453
Live cattle,2020/7/3,6.91,4.105042,1.96848,3.361446
Live cattle,2020/7/10,0.5999985,-0.3663025,0.7727281,-18.5687
Live cattle,2020/7/17,-2.699999,2.177948,0.9400051,-6.09999
Live cattle,2020/7/24,0.6000004,0,1.07045,0.0707537
Live cattle,2020/7/31,-2.400002,0.7155762,1.010014,1.338533
Live cattle,2020/8/7,1.800001,-0.3571472,0.5279375,0.412485
Live cattle,2020/8/14,0.3500004,2.64798,0.7150489,-5.549937
Live cattle,2020/8/21,4.549999,-0.5240021,0.6349979,-1.139411
Live cattle,2020/8/28,-1.75,-3.929092,1.573649,6.102577
Live cattle,2020/9/4,-5.57,-0.9149017,0.1292711,-10.55945
Live cattle,2020/9/11,4.699999,1.096893,0.7122164,7.812604
Live cattle,2020/9/18,-1.879999,1.801849,0.8522062,7.094857
Live cattle,2020/9/25,6.58,0.178421,1.045531,-3.184026
Live cattle,2020/10/2,5.67,-0.8952637,1.089743,-2.159303
Live cattle,2020/10/9,-2.75,1.605743,0.4073474,-9.970003
Live cattle,2020/10/16,10.45,-3.420685,0.6594959,3.378394
Live cattle,2020/10/23,-1.100002,-4.879013,1.316013,8.195392
Live cattle,2020/10/30,-4.949997,3.588669,1.684572,-3.707361
Live cattle,2020/11/6,8.199997,0.7393799,0.6982288,-7.754579
Live cattle,2020/11/13,4.560001,1.643875,1.220056,1.768309
Live cattle,2020/11/20,-3.419998,-3.878601,1.235153,3.274488
Live cattle,2020/11/27,0.5699997,3.878601,1.454894,10.10553
Live cattle,2020/12/4,-12.55,-1.27623,0.7339004,-5.960378
Live cattle,2020/12/11,-1.32,1.27623,1.052118,-8.53672
Live cattle,2020/12/18,-8.359999,0.9017181,0.7251745,0.6069809
Live cattle,2020/12/25,-12.32,0,0.5258443,-2.587652
Live cattle,2021/1/1,-2.5,-0.1796875,0.650809,3.187877
Live cattle,2021/1/8,25.38,-0.3603668,1.148682,5.352134
Live cattle,2021/1/15,3.240002,-0.542984,1.205526,5.744684
Live cattle,2021/1/22,3.779999,2.33194,0.63991,6.185144
Live cattle,2021/1/29,-3.240002,2.278809,0.6956129,-12.0224
Live cattle,2021/2/5,-8.099998,-0.1734619,1.07455,-4.852977
Live cattle,2021/2/12,0.5799999,0.1734619,0.7928957,5.495021
Live cattle,2021/2/19,14.5,-0.6956635,1.163262,-0.7565826
Live cattle,2021/2/26,-2.900002,-2.11647,0.4054193,1.074713
Live cattle,2021/3/5,-0.7200012,-1.98027,0.483147,2.464271
Live cattle,2021/3/12,-4.829998,1.801849,0.6372143,3.247574
Live cattle,2021/3/19,4.139999,-1.620193,1.016325,1.371264
Live cattle,2021/3/26,0.6899986,2.509094,0.4271956,-6.602874
Live cattle,2021/4/2,-16.12,0.7054749,0.3158441,1.747379
Live cattle,2021/4/9,13.02,0.3508759,1.182418,2.361566
Live cattle,2021/4/16,-5.580002,-2.842117,0.5404385,-5.088583
Live cattle,2021/4/23,15.5,-3.670135,0.519858,7.003763
Live cattle,2021/4/30,-4.959999,0.1867371,1.060727,3.317529
Live cattle,2021/5/7,-3.239998,1.481522,1.978354,2.478313
Live cattle,2021/5/14,-6.600002,-1.668259,1.074736,-14.535
Live cattle,2021/5/21,8.400002,1.299927,0.2125679,0.4019052
Live cattle,2021/5/28,14.4,-1.11319,0.6043216,12.26867
Live cattle,2021/6/4,-6.899998,-0.561264,1.258805,11.02284
Live cattle,2021/6/11,-6.5,1.489777,0.6264462,2.613914
Live cattle,2021/6/18,-13,1.467911,1.528818,8.917582
Live cattle,2021/6/25,-3.25,0.3636475,1.612398,-7.121134
Live cattle,2021/7/2,1.65,0.3623199,0.6644593,-7.243747
Live cattle,2021/7/9,-2.960001,-2.749939,0.255491,-11.47005
Live cattle,2021/7/16,4.810001,1.10907,0.576494,-12.72391
Live cattle,2021/7/23,-9.990002,0,1.105326,-5.18117
Live cattle,2021/7/30,6.660002,0.7325897,0.8860559,1.141661
Live cattle,2021/8/6,-12.78,-0.3656311,0.8492749,4.352224
Live cattle,2021/8/13,10.03,0.9115906,0.6168959,-2.359903
Live cattle,2021/8/20,-4.720001,0.542984,0.4167195,11.22373
Live cattle,2021/8/27,-2.949999,0.3603668,1.168962,-1.132613
Live cattle,2021/9/3,25.98,-3.47702,0.9638895,-1.458016
Live cattle,2021/9/10,-5.720001,-1.312103,0.410684,7.185468
Live cattle,2021/9/17,0,-1.13855,1.350603,-6.863961
Live cattle,2021/9/24,5.720001,0.5708923,0.4364137,-9.193889
Live cattle,2021/10/1,-21.67,-1.915756,0.3604702,4.849911
Live cattle,2021/10/8,-1.42,3.422379,0.5200139,-1.252317
Live cattle,2021/10/15,4.26,0.3731384,0.6720033,10.83778
Live cattle,2021/10/22,12.78,-1.312103,0.3133451,-6.860051
Live cattle,2021/10/29,-6.390001,0,0.9980367,-0.7402301
Live cattle,2021/11/5,25.34,1.869202,0.9363841,-0.6021559
Live cattle,2021/11/12,10.66,-0.371048,0.2806907,2.9412
Live cattle,2021/11/19,-23.78,0.9250641,0.3699876,-2.146494
Live cattle,2021/11/26,-4.099998,2.72496,0.3416675,1.836699
Live cattle,2021/12/3,-0.8199997,-1.444061,1.039546,-4.73938
Live cattle,2021/12/10,-7.52,-0.9132538,0.4649856,-3.628954
Live cattle,2021/12/17,-0.9400005,-1.107025,0.8727834,-7.10867
Live cattle,2021/12/24,-13.63,2.383255,0.4219629,2.253368
Live cattle,2021/12/31,-6.110001,0.3616638,0.5785805,5.349964
Live cattle,2022/1/7,22.52,-2.189865,0.9363061,-4.288289
Live cattle,2022/1/14,-1.060001,0.7352905,0.5273396,-2.884561
Live cattle,2022/1/21,13.25,0,0.6450126,-0.5560845
Live cattle,2022/1/28,-1.59,0.3656311,1.271678,2.060908
Live cattle,2022/2/4,-1.459999,2.344574,0.6789765,2.057371
Live cattle,2022/2/11,-0.75,0.1780853,0.7676662,10.84394
Live cattle,2022/2/18,21,-0.3565063,0.4092371,0.1960367
Live cattle,2022/2/25,-8.25,-2.348801,0.9536464,21.69507
Live cattle,2022/3/4,10.08,-4.678116,0.7171065,-9.975302
Live cattle,2022/3/11,-5.34,0.5730743,0.8843544,-10.106
Live cattle,2022/3/18,7.119999,3.00209,0.9258956,-8.512571
Live cattle,2022/3/25,-4.450001,-0.1850128,0.4026088,-1.593298
Nickel,2011/1/7,,,1.328807,
Nickel,2011/1/14,19.72,6.692505,2.546624,-7.995934
Nickel,2011/1/21,-6.119999,1.095398,1.22397,-11.66766
Nickel,2011/1/28,-8.16,1.743164,1.202431,-4.935718
Nickel,2011/2/4,1.579998,6.296448,1.310991,-1.121438
Nickel,2011/2/11,9.84,-0.1765137,1.241159,6.216216
Nickel,2011/2/18,9.84,2.959229,1.460659,8.684778
Nickel,2011/2/25,-9.02,-3.348755,2.579492,8.736092
Nickel,2011/3/4,3.390003,2.140869,1.475025,4.966646
Nickel,2011/3/11,12.74,-10.42041,1.801952,-9.90476
Nickel,2011/3/18,0,3.036255,3.298852,-1.124609
Nickel,2011/3/25,3.639999,1.115295,1.364385,-2.687436
Nickel,2011/4/1,-23.85,-5.50946,1.879757,9.733284
Nickel,2011/4/8,4.560001,7.522339,1.949667,-2.861381
Nickel,2011/4/15,-11.4,-5.377563,1.985049,-4.928523
Nickel,2011/4/22,-12.92,2.808594,2.600013,-9.381199
Nickel,2011/4/29,9.879999,-0.1860352,0.6219805,1.975113
Nickel,2011/5/6,10.07,-8.731628,3.369481,13.29281
Nickel,2011/5/13,5.460003,-0.8366699,1.256749,-4.640049
Nickel,2011/5/20,0,-3.588196,2.46886,11.61476
Nickel,2011/5/27,6.369999,-1.930115,3.21234,-15.28663
Nickel,2011/6/3,-8.32,-1.263916,2.012128,-10.83753
Nickel,2011/6/10,-0.7800026,0.2190552,1.381824,-7.897997
Nickel,2011/6/17,-9.359997,-5.510132,1.225414,-3.512195
Nickel,2011/6/24,-16.38,2.398743,0.6142009,4.376033
Nickel,2011/7/1,0.3999996,3.765686,1.611717,-2.521315
Nickel,2011/7/8,4.940001,3.79657,0.8572124,5.007604
Nickel,2011/7/15,-5.320002,1.103149,1.861625,0.9652138
Nickel,2011/7/22,0,-0.7479858,1.024418,0.3429353
Nickel,2011/7/29,3.040001,4.166443,0.961226,22.99618
Nickel,2011/8/5,-4.639999,-10.42041,2.452072,23.29992
Nickel,2011/8/12,-3.1,-5.034668,3.113273,-18.09557
Nickel,2011/8/19,13.02,-0.9154053,1.874924,1.283568
Nickel,2011/8/26,2.48,1.148804,1.740734,-3.403676
Nickel,2011/9/2,13.02,0.2327881,1.711348,10.28168
Nickel,2011/9/9,-9.350002,-1.641296,3.734815,15.93376
Nickel,2011/9/16,5.950001,1.687805,1.703822,-16.69719
Nickel,2011/9/23,4.25,-10.42041,3.188272,-0.1357496
Nickel,2011/9/30,0.8500023,-3.736145,4.10923,29.51487
Nickel,2011/10/7,1.699997,7.152771,4.024416,-22.70074
Nickel,2011/10/14,1.700001,-0.1588135,2.758959,-7.97531
Nickel,2011/10/21,11.9,-0.3981934,3.233819,8.485979
Nickel,2011/10/28,-12.75,4.676208,3.94538,-5.227345
Nickel,2011/11/4,4.049999,-4.145691,2.759018,1.807392
Nickel,2011/11/11,1,-4.463196,0.9888631,-5.872202
Nickel,2011/11/18,1,-2.351074,2.336024,8.992964
Nickel,2011/11/25,11,-4.075134,1.516434,-9.053606
Nickel,2011/12/2,-27.92,4.55542,3.78124,35.15408
Nickel,2011/12/9,-7.68,4.733948,2.360852,-27.50071
Nickel,2011/12/16,-16,-0.269165,3.455585,-8.949572
Nickel,2011/12/23,-3.199999,-0.2428589,1.674136,-14.30455
Nickel,2011/12/30,-1.92,1.101685,2.290924,-0.4126072
Nickel,2012/1/6,24.93,0.213562,0.6879333,-12.03432
Nickel,2012/1/13,2.52,4.433594,1.157987,0.1755536
Nickel,2012/1/20,0.6300011,4.2453,1.704409,10.08499
Nickel,2012/1/27,0,5.932983,1.439614,-6.106633
Nickel,2012/2/3,-2.440002,-1.837097,1.730036,0.4414141
Nickel,2012/2/10,17.76,-2.856628,2.174317,0.3767252
Nickel,2012/2/17,-7.400002,-5.357117,0.614836,-4.974496
Nickel,2012/2/24,-2.219997,2.764038,1.222366,3.390706
Nickel,2012/3/2,2.84,-3.531311,1.56403,1.930535
Nickel,2012/3/9,-5.390003,-0.9026489,1.938991,3.256917
Nickel,2012/3/16,4.620003,-2.094299,1.399295,9.685909
Nickel,2012/3/23,-1.540001,-3.911499,1.128811,-1.12288
Nickel,2012/3/30,-9.240002,-1.944458,2.531805,-0.729239
Nickel,2012/4/6,-20.93,3.202026,2.46628,-6.540596
Nickel,2012/4/13,15.12,-0.5175171,2.047927,2.206826
Nickel,2012/4/20,2.52,-2.796814,2.466118,-8.114946
Nickel,2012/4/27,-4.41,1.64325,1.921884,3.9159
Nickel,2012/5/4,10.71,-2.94342,1.519562,-5.303115
Nickel,2012/5/11,0.8099976,-2.185913,0.6187413,-6.241423
Nickel,2012/5/18,9.720001,-2.175232,1.504538,11.29005
Nickel,2012/5/25,-4.049999,1.32843,1.725418,-4.024047
Nickel,2012/6/1,-11.54,-5.733093,0.9821343,0.953728
Nickel,2012/6/8,6.200001,4.997253,1.418864,20.52272
Nickel,2012/6/15,-6.200001,-0.4441528,1.764625,-10.48816
Nickel,2012/6/22,-6.82,-1.645508,2.671587,-2.585572
Nickel,2012/6/29,-8.059999,0.9307861,1.672761,-12.83125
Nickel,2012/7/6,-4.9,-3.52832,2.487379,0.960958
Nickel,2012/7/13,7.92,0.0309448,2.057582,-2.676702
Nickel,2012/7/20,-8.280001,-1.277039,0.4918778,-2.223158
Nickel,2012/7/27,4.68,-0.4398804,1.267478,-0.7538438
Nickel,2012/8/3,-4.16,-1.714844,2.435519,-1.033139
Nickel,2012/8/10,0.4699993,-1.354431,1.009916,0.9125292
Nickel,2012/8/17,1.880001,1.482483,0.9711949,0.3102541
Nickel,2012/8/24,5.639999,5.265198,1.248655,2.395558
Nickel,2012/8/31,3.76,-3.238525,0.9960535,5.986857
Nickel,2012/9/7,1.790001,3.390137,1.701504,2.584469
Nickel,2012/9/14,2.949997,7.443237,2.667838,21.793
Nickel,2012/9/21,5.310001,2.225403,1.817438,-20.43296
Nickel,2012/9/28,-1.18,1.637146,1.786735,-6.577105
Nickel,2012/10/5,-0.5999985,-0.9517212,1.491329,-1.683646
Nickel,2012/10/12,-9.900002,-6.928589,1.472075,4.298353
Nickel,2012/10/19,7.150002,-0.7347412,1.441953,-8.606935
Nickel,2012/10/26,1.099998,-5.736633,0.9352226,-7.425448
Nickel,2012/11/2,-1.290001,-0.1876221,1.180395,-6.739908
Nickel,2012/11/9,2.560001,-0.1566162,1.052121,9.854325
Nickel,2012/11/16,-2.560001,0.0626221,0.9343208,3.063756
Nickel,2012/11/23,12.8,4.052124,1.464132,12.61712
Nickel,2012/11/30,-3.200001,6.012939,2.04165,21.24472
Nickel,2012/12/7,-20.27,-2.437439,0.9599645,-14.50844
Nickel,2012/12/14,-7.74,3.704163,1.467195,-13.47482
Nickel,2012/12/21,-2.15,-2.981079,1.057549,-9.110027
Nickel,2012/12/28,-3.870001,-0.8682861,0.1844378,-1.516119
Nickel,2013/1/4,6.450001,0.8970947,2.020366,6.699911
Nickel,2013/1/11,10.75,1.316589,1.02624,9.893667
Nickel,2013/1/18,0.8599987,-0.1992188,1.349465,-14.62215
Nickel,2013/1/25,-0.4300003,-0.9733887,0.7593966,-3.743589
Nickel,2013/2/1,0.3600006,6.918457,1.092037,3.41064
Nickel,2013/2/8,0,-1.651123,1.136871,4.763055
Nickel,2013/2/15,1.080002,0.3269653,0.8362896,11.33895
Nickel,2013/2/22,4.859997,-7.952148,2.147618,-0.0516236
Nickel,2013/3/1,-3.779999,-2.203796,0.7941176,-18.58007
Nickel,2013/3/8,4.32,0.7798462,1.033565,-2.751708
Nickel,2013/3/15,3.240002,0.9811401,1.406327,11.01863
Nickel,2013/3/22,-5.400002,1.468445,1.426303,-0.7713735
Nickel,2013/3/29,-8.639999,-2.898743,0.7358004,-6.982219
Nickel,2013/4/5,4.860001,-4.355164,0.840117,3.686097
Nickel,2013/4/12,6.489998,-0.6289673,1.647148,16.77911
Nickel,2013/4/19,1.18,-4.384949,1.335382,-0.6626844
Nickel,2013/4/26,-1.18,0.2304688,1.182051,-7.291818
Nickel,2013/5/3,-3.369999,0.1314087,2.847815,7.657433
Nickel,2013/5/10,-3.959999,0.8828125,0.8090316,-9.488106
Nickel,2013/5/17,9.899998,-3.545166,0.5287521,-7.641551
Nickel,2013/5/24,1.980003,-0.1350098,1.370812,-6.634989
Nickel,2013/5/31,-7.920002,0.1350098,0.3244076,4.188779
Nickel,2013/6/7,1.23,1.506287,1.322562,6.724283
Nickel,2013/6/14,-5.099998,-4.937195,1.675564,6.964379
Nickel,2013/6/21,-9.690001,-1.76062,2.273512,12.96073
Nickel,2013/6/28,-1.530001,-2.627441,2.402018,-6.359506
Nickel,2013/7/5,-0.7199993,-2.998535,2.14416,4.064816
Nickel,2013/7/12,0.539999,3.471497,1.218885,1.367337
Nickel,2013/7/19,0.5400009,2.756592,1.548521,-2.808434
Nickel,2013/7/26,-1.889999,-2.213562,1.551307,-3.284425
Nickel,2013/8/2,-1.550001,1.077209,1.560322,-8.205021
Nickel,2013/8/9,3.280001,4.742859,1.77795,-0.8784056
Nickel,2013/8/16,0,2.156433,1.119119,-1.642162
Nickel,2013/8/23,6.559999,-3.217896,1.15876,-2.666277
Nickel,2013/8/30,2.870001,-5.1203,0.8084023,-0.2439618
Nickel,2013/9/6,0.1599998,1.295959,0.9282513,-6.409153
Nickel,2013/9/13,3.18,-0.7539063,0.8144189,-0.8146852
Nickel,2013/9/20,3.18,1.146545,2.118006,-1.039639
Nickel,2013/9/27,3.709999,-0.3569336,1.006087,5.299607
Nickel,2013/10/4,-10.25,0.4637451,2.203305,19.24911
Nickel,2013/10/11,2,-0.9295654,1.161933,-9.470034
Nickel,2013/10/18,0.5,1.991516,0.8496867,0.3620028
Nickel,2013/10/25,2.5,2.640869,1.966233,-11.44648
Nickel,2013/11/1,-7.059999,-0.0686035,0.6947685,-3.753224
Nickel,2013/11/8,10.08,-4.599731,0.5960343,2.359495
Nickel,2013/11/15,-3.360001,-0.6127319,0.9968155,0.5494893
Nickel,2013/11/22,3.920002,-1.971558,1.048106,-4.952559
Nickel,2013/11/29,-3.920002,-0.3324585,0.9386836,-1.193106
Nickel,2013/12/6,-6.039999,1.79657,0.758894,3.418115
Nickel,2013/12/13,-8.880001,2.440918,0.6638594,2.078336
Nickel,2013/12/20,-5.55,2.244141,0.7612218,-0.5024165
Nickel,2013/12/27,-5.549999,-1.537415,0.5641633,0.6483853
Nickel,2014/1/3,8.259999,-2.531799,0.9305205,12.01466
Nickel,2014/1/10,7.6,0.1082764,2.246749,8.677316
Nickel,2014/1/17,0,5.850037,0.8982121,-6.004322
Nickel,2014/1/24,4,-1.404846,1.059129,-1.392776
Nickel,2014/1/31,-3.6,-3.583069,1.357627,-5.009151
Nickel,2014/2/7,7.4,1.137939,1.069325,-1.250678
Nickel,2014/2/14,2.650002,0.7749634,1.342526,-1.903653
Nickel,2014/2/21,5.829998,0.803772,0.7460753,-2.805582
Nickel,2014/2/28,-6.889999,2.441223,1.16186,13.04868
Nickel,2014/3/7,-0.75,3.831909,1.46476,-2.739489
Nickel,2014/3/14,0,2.86792,0.4867161,0.1072824
Nickel,2014/3/21,0,2.261414,1.995944,-0.382787
Nickel,2014/3/28,2.040001,-2.452209,0.9877819,-3.728133
Nickel,2014/4/4,-2.940001,4.206909,0.2588667,-3.947395
Nickel,2014/4/11,-6.9,6.010376,0.9504389,9.103298
Nickel,2014/4/18,-8.280001,2.972595,1.127412,-5.58005
Nickel,2014/4/25,12.88,2.859741,0.9510991,1.60867
Nickel,2014/5/2,-2.780001,-0.9533081,0.8641449,12.7029
Nickel,2014/5/9,1.24,8.571045,1.591417,41.1153
Nickel,2014/5/16,4.960001,-4.521729,4.719813,11.34109
Nickel,2014/5/23,4.959999,2.9776,2.936773,-46.34793
Nickel,2014/5/30,-2.48,-1.80188,1.501173,-5.852622
Nickel,2014/6/6,-3.620001,-1.967224,0.7552698,-6.833238
Nickel,2014/6/13,-5.199999,-4.358521,1.235224,16.26924
Nickel,2014/6/20,-8.84,1.809753,2.30479,0.3872275
Nickel,2014/6/27,2.08,2.786865,1.483633,-9.494459
Nickel,2014/7/4,-5.72,2.505371,1.838836,3.286088
Nickel,2014/7/11,-0.2600002,-0.1031494,1.532364,-10.49039
Nickel,2014/7/18,2.86,-3.78595,1.183129,-0.4852474
Nickel,2014/7/25,-2.599999,2.852783,0.6508225,-2.1038
Nickel,2014/8/1,3.44,-4.22876,1.613166,-6.651765
Nickel,2014/8/8,1.9,0.838623,1.355968,-6.227475
Nickel,2014/8/15,-0.3799992,0.5909424,0.6902344,-1.651293
Nickel,2014/8/22,7.219999,0.4275513,1.233625,3.595412
Nickel,2014/8/29,-0.3799992,0.2662964,0.8903707,12.29301
Nickel,2014/9/5,4.76,4.039673,1.526913,20.43114
Nickel,2014/9/12,-1.530001,-6.190247,2.55911,-11.97677
Nickel,2014/9/19,2.550001,-3.455811,0.8464066,-7.532114
Nickel,2014/9/26,-2.040001,-4.575684,2.318989,5.330795
Nickel,2014/10/3,-2.58,-2.565002,2.191481,11.92044
Nickel,2014/10/10,2.25,-1.062988,1.799133,-10.42612
Nickel,2014/10/17,0.4500008,-4.209534,1.953585,4.335123
Nickel,2014/10/24,0,-4.494385,0.7096354,1.446444
Nickel,2014/10/31,-3.6,5.002625,2.400599,-0.8067787
Nickel,2014/11/7,8.460001,-2.27533,1.564446,-9.639245
Nickel,2014/11/14,-1.620003,0.9998169,1.323711,-3.330916
Nickel,2014/11/21,-1.619999,6.491943,1.444617,2.457541
Nickel,2014/11/28,0,-2.127747,0.5147484,8.0881
Nickel,2014/12/5,-6.119999,3.174866,1.863706,1.999027
Nickel,2014/12/12,-8.400002,-0.7468262,1.470376,-2.394503
Nickel,2014/12/19,-7.699999,-6.66394,1.265882,-5.760485
Nickel,2014/12/26,-1.05,-1.713318,0.6572272,-10.02458
Nickel,2015/1/2,3.17,-3.348572,1.235728,3.357363
Nickel,2015/1/9,5.78,3.120056,1.616487,7.198322
Nickel,2015/1/16,1.02,-3.457764,2.217524,7.101363
Nickel,2015/1/23,3.74,-2.952515,2.383856,4.742944
Nickel,2015/1/30,0,5.524048,1.472851,-15.53308
Nickel,2015/2/6,5.959999,0.4605103,0.8383478,-6.366456
Nickel,2015/2/13,-3.519999,-3.949646,0.7940202,4.819077
Nickel,2015/2/20,4.4,-4.826111,1.160131,6.550402
Nickel,2015/2/27,0.4400005,0.99823,1.399308,6.389809
Nickel,2015/3/6,4.959999,1.932251,1.762648,6.375426
Nickel,2015/3/13,-3,-1.648865,2.11951,1.464987
Nickel,2015/3/20,-0.5,0.7752075,2.350628,-5.584586
Nickel,2015/3/27,-4,-6.977051,1.569743,7.144046
Nickel,2015/4/3,-6.219999,-1.976501,2.992732,1.745707
Nickel,2015/4/10,10.92,-3.119141,1.780875,-13.00921
Nickel,2015/4/17,3.119999,-0.5560303,1.780279,4.928118
Nickel,2015/4/24,3.119999,4.971924,1.879525,13.413
Nickel,2015/5/1,-15.12,4.120056,2.311987,-2.096057
Nickel,2015/5/8,8.68,3.922058,2.263082,-10.38545
Nickel,2015/5/15,-1.24,-2.263123,1.54431,1.796657
Nickel,2015/5/22,12.4,-9.523865,1.917659,-12.75267
Nickel,2015/5/29,-4.959999,-0.7106323,0.9494556,0.8878708
Nickel,2015/6/5,-2.52,4.303833,1.408639,-5.972457
Nickel,2015/6/12,-4.59,-0.380249,1.690723,-2.835506
Nickel,2015/6/19,0.5100002,-3.212952,0.8528444,15.67464
Nickel,2015/6/26,-14.28,-2.066895,2.360431,22.1986
Nickel,2015/7/3,3.440001,-3.681396,2.710918,12.71167
Nickel,2015/7/10,-5.46,-6.36499,4.719813,4.314744
Nickel,2015/7/17,1.04,2.10907,2.404862,-33.45846
Nickel,2015/7/24,-2.860001,-1.754456,1.32019,-18.15355
Nickel,2015/7/31,1.3,-2.327759,2.016974,-0.344938
Nickel,2015/8/7,2.670001,-2.197876,1.349888,-0.9005725
Nickel,2015/8/14,0.6999989,-1.869263,2.663844,6.981599
Nickel,2015/8/21,4.550001,-3.846619,1.395477,9.58932
Nickel,2015/8/28,1.4,-1.382019,4.302348,-7.48778
Nickel,2015/9/4,6.299999,-1.099487,1.74237,-1.944435
Nickel,2015/9/11,5.879999,3.457153,2.388951,12.817
Nickel,2015/9/18,1.470001,-6.259888,2.337724,-4.127484
Nickel,2015/9/25,0,2.802734,1.447462,-3.803486
Nickel,2015/10/2,-6.389999,0.8008423,3.123895,9.984732
Nickel,2015/10/9,-1.380001,4.579407,1.635446,-17.99256
Nickel,2015/10/16,4.600002,0.8535156,1.15349,-15.32253
Nickel,2015/10/23,-0.920002,-0.7107544,1.424562,5.115318
Nickel,2015/10/30,-0.9200001,-4.423523,1.701131,20.30359
Nickel,2015/11/6,-1.85,-4.368408,1.145337,-6.048846
Nickel,2015/11/13,0.6100006,-2.151733,1.539469,3.642744
Nickel,2015/11/20,1.219999,-7.660034,0.8582786,21.32881
Nickel,2015/11/27,-4.269999,0.5140991,4.719813,-2.732807
Nickel,2015/12/4,2.549999,2.309326,1.2235,-21.56122
Nickel,2015/12/11,-7,-3.225159,1.717694,6.38265
Nickel,2015/12/18,-5,0.8018188,1.954367,-12.20537
Nickel,2015/12/25,-5,-1.436401,1.57871,-7.953376
Nickel,2016/1/1,2.2,2.061951,0.859533,10.69503
Nickel,2016/1/8,8.8,-2.992188,1.897102,0.2909124
Nickel,2016/1/15,-1.200001,-1.94635,2.437483,2.212167
Nickel,2016/1/22,1.6,3.568665,1.412856,1.931161
Nickel,2016/1/29,-0.7999992,-0.9238281,1.174351,-6.855702
Nickel,2016/2/5,6.639999,-5.48407,2.310511,19.88726
Nickel,2016/2/12,0,-4.255981,2.654728,26.26812
Nickel,2016/2/19,5.280001,9.216675,2.404623,-15.3739
Nickel,2016/2/26,-1.920002,-0.9962158,2.066952,-9.381413
Nickel,2016/3/4,-3.989998,9.541748,1.50207,15.226
Nickel,2016/3/11,5.169998,-5.615173,4.667058,-12.85991
Nickel,2016/3/18,-7.049999,-1.944031,2.491983,-22.11922
Nickel,2016/3/25,-8.93,-0.1155396,0.8792682,-14.10956
Nickel,2016/4/1,7.210001,-3.889709,1.331979,1.838171
Nickel,2016/4/8,7.65,2.668457,1.68027,5.475688
Nickel,2016/4/15,0.5099983,4.238892,1.66403,4.025966
Nickel,2016/4/22,1.02,1.94397,1.856006,-1.999104
Nickel,2016/4/29,-3.569998,3.831055,0.5736914,-3.019911
Nickel,2016/5/6,-3.02,-4.106506,2.197959,14.5629
Nickel,2016/5/13,9.749998,-4.801819,3.017878,-15.86881
Nickel,2016/5/20,8.450001,-1.633606,1.193972,-9.097034
Nickel,2016/5/27,-11.7,-0.9456787,1.15506,-7.02889
Nickel,2016/6/3,-4.739998,0.8868408,0.2171191,4.063216
Nickel,2016/6/10,-9.68,4.937805,2.137714,4.610172
Nickel,2016/6/17,1.76,1.556458,1.688521,8.579951
Nickel,2016/6/24,-7.92,-0.4976196,1.732056,5.208373
Nickel,2016/7/1,3.52,9.541748,2.54915,22.98346
Nickel,2016/7/8,-3.52,-0.9067993,3.338947,-6.297326
Nickel,2016/7/15,-0.8800001,3.96875,2.280264,-2.718014
Nickel,2016/7/22,0.2199993,1.256714,2.236032,-1.561654
Nickel,2016/7/29,0.4400005,2.091309,1.715022,-7.77368
Nickel,2016/8/5,1.2,0.7964478,0.9227585,-7.297176
Nickel,2016/8/12,0.9300003,-3.90155,1.989044,14.45096
Nickel,2016/8/19,2.17,0.4840088,1.701687,-23.65091
Nickel,2016/8/26,0.6199989,-5.406677,1.05283,-3.591949
Nickel,2016/9/2,2.780001,2.516479,0.9545349,2.499086
Nickel,2016/9/9,4.4,3.034973,0.518963,9.453577
Nickel,2016/9/16,-5.199999,-6.421692,1.260277,10.52836
Nickel,2016/9/23,6,9.17981,1.785203,-0.8955479
Nickel,2016/9/30,-2.800001,-0.8005371,1.618289,0.9809136
Nickel,2016/10/7,4.85,-3.610535,1.750497,2.819163
Nickel,2016/10/14,0.8999996,2.755798,1.771742,-7.515574
Nickel,2016/10/21,-4.049999,-5.136841,1.273707,-4.688853
Nickel,2016/10/28,3.6,4.610901,0.4305645,1.23623
